Trained Model,Test Dataset,mAP50,mAP50-95,Precision,Recall,FPS,Predictions,Ground Truth
vineyard_object_detection_paper-11,Test: Dataset (v36),0.6960197864604979,0.30848361785496103,0.6960197864604979,0.7719298245614035,34.46612944049333,693,627
vineyard_object_detection_paper-11,Test: Dataset (v37),0.6407858100642754,0.2981489578268924,0.6407858100642754,0.725417439703154,55.55268053298192,568,539
vineyard_object_detection_paper-11,Test: Dataset (v38),0.06059910159986989,0.02810535383481682,0.06059910159986989,0.08587257617728532,10.650616076289234,84,361
vineyard_object_detection_paper-11,Test: Dataset (v39),0.07089103398037389,0.026418601278825275,0.07089103398037389,0.10298102981029811,21.929579097927363,152,369
vineyard_object_detection_paper-11,Test: Dataset (v4),0.3027345839866963,0.1297610422307855,0.3027345839866963,0.3655264922870557,35.92351294103798,937,1491
vineyard_object_detection_paper-11,Test: Dataset (v40),0.02706003393861654,0.0050915121355513465,0.02706003393861654,0.05938242280285035,34.86077604573835,153,421
vineyard_object_detection_paper-11,Test: Dataset (v41),0.02354140023001863,0.0047295675267151225,0.02354140023001863,0.05485232067510549,56.72311806453804,147,474
vineyard_object_detection_paper-11,Test: Dataset (v42),0.5248643125164333,0.27426267733091253,0.5248643125164333,0.5464025026068822,12.037894396535266,604,959
vineyard_object_detection_paper-11,Test: Dataset (v43),0.5405788561729251,0.2851517582587101,0.5405788561729251,0.5711382113821138,23.141143760428335,699,984
vineyard_object_detection_paper-11,Test: Dataset (v44),0.42528519154695454,0.18584104322587275,0.42528519154695454,0.48598130841121495,35.53318127324566,784,1070
vineyard_object_detection_paper-11,Test: Dataset (v45),0.384907561572387,0.1741439421100875,0.384907561572387,0.44884488448844884,57.39863747175839,822,1212
vineyard_object_detection_paper-11,Test: Dataset (v46),0.06531930605212856,0.029700486754978016,0.06531930605212856,0.08996088657105607,12.220795536147147,147,767
vineyard_object_detection_paper-11,Test: Dataset (v47),0.07948512565770714,0.03063603841804118,0.07948512565770714,0.12244897959183673,23.3372985959909,274,784
vineyard_object_detection_paper-11,Test: Dataset (v48),0.044133963678546405,0.012135656911561307,0.044133963678546405,0.07060185185185185,35.44977209010533,244,864
